alphas,ensembling_test_accs,ensembling_test_losses,ensembling_train_accs,ensembling_train_losses,merging_REPAIR_test_accs,merging_REPAIR_test_losses,merging_REPAIR_train_accs,merging_REPAIR_train_losses,merging_test_accs,merging_test_losses,merging_train_accs,merging_train_losses,naive_test_accs,naive_test_losses,naive_train_accs,naive_train_losses,partial_merging_1.1_test_accs,partial_merging_1.1_test_losses,partial_merging_1.1_train_accs,partial_merging_1.1_train_losses,partial_merging_1.2_test_accs,partial_merging_1.2_test_losses,partial_merging_1.2_train_accs,partial_merging_1.2_train_losses,partial_merging_1.5_test_accs,partial_merging_1.5_test_losses,partial_merging_1.5_train_accs,partial_merging_1.5_train_losses,partial_merging_REPAIR_1.1_test_accs,partial_merging_REPAIR_1.1_test_losses,partial_merging_REPAIR_1.1_train_accs,partial_merging_REPAIR_1.1_train_losses,partial_merging_REPAIR_1.2_test_accs,partial_merging_REPAIR_1.2_test_losses,partial_merging_REPAIR_1.2_train_accs,partial_merging_REPAIR_1.2_train_losses,partial_merging_REPAIR_1.5_test_accs,partial_merging_REPAIR_1.5_test_losses,partial_merging_REPAIR_1.5_train_accs,partial_merging_REPAIR_1.5_train_losses,partial_merging_1.8_train_accs,partial_merging_1.8_train_losses,partial_merging_1.8_test_accs,partial_merging_1.8_test_losses,partial_merging_REPAIR_1.8_train_accs,partial_merging_REPAIR_1.8_train_losses,partial_merging_REPAIR_1.8_test_accs,partial_merging_REPAIR_1.8_test_losses,partial_merging_2.0_train_accs,partial_merging_2.0_train_losses,partial_merging_2.0_test_accs,partial_merging_2.0_test_losses,partial_merging_REPAIR_2.0_train_accs,partial_merging_REPAIR_2.0_train_losses,partial_merging_REPAIR_2.0_test_accs,partial_merging_REPAIR_2.0_test_losses
3.109478e-18,0.0006194925,4.1944272e+21,3.2497545e-09,7.0060067e+22,3.60052e-12,0.00061970134,2.6302e+20,1.2848621e+31,3.088099e+29,1.0805615e+27,13.016924,1.7033011e+19,1.6779893e-07,7.2715853e+31,7.98023e+17,2.304945e-12,9.664659e+35,4.5926617e+24,7.930946e+34,1.8056953e+28,13.016924,2.6915513e+20,2.7447923e-06,7.1839e+22,7.98023e+17,1.0435118e-08,0.45000002,0.9892,0.03790285,0.99731666,0.008538352,0.9588,0.169835,0.96293336,0.1442672,0.904,0.36781994,0.8994167,0.37267578,0.0974,0.9967,0.0115215825,0.9861,0.051948365,0.99666667,0.01153086,0.9862,0.051870383,0.9967167,0.011519947,0.9861,0.05194207,0.99661666,0.011552088,0.9863,0.05214871
2.5954265e-09,1.0435118e-08,9.664659e+35,7.073364e+31,1.8058766e+28,4.46526e+30,2.744803e-06,6.913297e+28,7.09478e+22,2.5225909e-18,7.1854027e+22,3.2497545e-09,1.1446837e+24,1.8376255e+37,5.2392223e+16,2.6302e+20,2.679963e+20,7.930946e+34,3.109478e-18,0.0006194925,4.1944272e+21,3.2497545e-09,7.0060067e+22,3.60052e-12,0.00061970134,2.6302e+20,1.2848621e+31,0.5,0.9891,0.03773304,0.9974,0.008599444,0.9559,0.17889775,0.96056664,0.15227413,0.9085,0.37114546,0.90463334,0.376067,0.0974,0.99665,0.011550922,0.9862,0.050017826,0.99666667,0.011444752,0.9866,0.05045008,0.99691665,0.010780129,0.9871,0.04920779,0.99696666,0.010813288,0.9869,0.04921353
1.1966277e+22,1.2848621e+31,7.930946e+34,1.8056953e+28,3365.9626,1.0900252e+27,0.00017087237,7.1839e+22,1.2760696e-08,2.4150642e-18,9.664659e+35,7.074107e+31,1.6676382e+19,2.7685506e+20,1.0547456e-08,6.913297e+28,0.0006194925,0.0006194925,2.5954265e-09,1.0435118e-08,9.664659e+35,7.0737354e+31,1.8058766e+28,4.46526e+30,2.744803e-06,6.913297e+28,7.09478e+22,0.55,0.9888,0.037841808,0.9974167,0.0087296795,0.9566,0.17534417,0.96063334,0.14917435,0.9163,0.35216406,0.9152333,0.35515648,0.0976,0.99645,0.012050286,0.9868,0.048514616,0.9964667,0.011786641,0.9873,0.049058817,0.9970833,0.010172911,0.9872,0.046798404,0.99703336,0.010183845,0.9871,0.047005214
1.6245716e+19,7.09478e+22,0.0006194925,1.896907e+31,216096050000.0,4.5442745e+30,1.8378201e+37,0.00061970134,2.3359682e-18,4.5926617e+24,7.930946e+34,1.8056953e+28,13.016924,2.6915513e+20,4.2189797e-08,7.1839e+22,7.98023e+17,1.0435118e-08,1.1966277e+22,1.2848621e+31,7.930946e+34,1.8056953e+28,3365.9626,1.0900252e+27,0.00017087237,7.1839e+22,1.2760696e-08,0.6,0.9885,0.03823128,0.99736667,0.008931129,0.9588,0.1657117,0.96361667,0.13586962,0.9262,0.31595293,0.9253833,0.31539306,0.1491,0.996,0.012949969,0.9868,0.047661375,0.99605,0.012471063,0.9866,0.048269663,0.9972,0.009684357,0.9875,0.044686988,0.99721664,0.009694692,0.9875,0.04477717
1.8254179e+31,1.2760696e-08,1.0435118e-08,3.2986348e-18,6.4891896e-07,1.12586755e+24,2.7685506e+20,1.724815e-07,2.8175146e+20,3.109478e-18,0.0006194925,4.1944272e+21,3.2497545e-09,7.0060067e+22,3.6005205e-12,0.00061970134,2.6302e+20,1.2848621e+31,1.6245716e+19,7.09478e+22,0.0006194925,1.896907e+31,216096050000.0,4.5442745e+30,1.8378201e+37,0.00061970134,2.3359682e-18,0.65,0.9885,0.038903844,0.99745,0.009207517,0.9636,0.14715531,0.96865,0.114262275,0.9366,0.26582834,0.9382,0.26065832,0.2613,0.9956167,0.01413573,0.9866,0.04738549,0.9957167,0.0134092,0.9871,0.04833934,0.99726665,0.009292705,0.9878,0.042871628,0.99728334,0.009308571,0.9877,0.042962402
3.299426e-18,2.3359682e-18,1.2848621e+31,1.1989008e+22,1.8179264e+31,13242039000.0,2.6915513e+20,6.5546457e-10,2.7204968e+23,2.5954265e-09,1.0435118e-08,9.664659e+35,7.074107e+31,1.8058766e+28,4.46526e+30,4.2189964e-08,6.913297e+28,7.09478e+22,1.8254179e+31,1.2760696e-08,1.0435118e-08,3.2986348e-18,4.1530813e-05,1.12586755e+24,2.7685506e+20,1.724815e-07,2.8175146e+20,0.7,0.988,0.039862674,0.99728334,0.009564557,0.9676,0.12526934,0.9737167,0.09120106,0.9497,0.20957573,0.9510667,0.19857876,0.3339,0.99506664,0.0154177295,0.9865,0.047529727,0.99546665,0.014472589,0.9872,0.048611768,0.99733335,0.008992764,0.9882,0.041317206,0.9973,0.009014211,0.9881,0.04140707
1.6703862e-07,2.8175146e+20,7.09478e+22,7.0975523e+22,4.1573955e+21,1.5152714e+19,7.0060067e+22,1.8376252e+37,1.9363069e+31,1.1966277e+22,1.2848621e+31,7.930946e+34,1.8056953e+28,3365.9626,1.0900252e+27,2.6847824e-06,7.1839e+22,1.2760696e-08,3.299426e-18,2.3359682e-18,1.2848621e+31,1.1989008e+22,1.8179264e+31,13242039000.0,2.6915513e+20,6.5546457e-10,2.7204968e+23,0.75,0.9878,0.041110948,0.99721664,0.010010316,0.9734,0.10310745,0.97961664,0.06784884,0.9601,0.15697527,0.9636667,0.13916829,0.5146,0.9945833,0.01664276,0.9867,0.047956422,0.995,0.015584199,0.987,0.04884869,0.99731666,0.008769523,0.9885,0.040055938,0.99731666,0.008768087,0.9886,0.04003901
4.009435e-08,2.7204968e+23,1.2760696e-08,10382.533,0.00061970035,1.3055426e+19,1.8058766e+28,2.7685506e+20,2.0417113e-07,1.6245716e+19,7.09478e+22,0.0006194925,1.896907e+31,216096050000.0,4.5442745e+30,1.8375602e+37,0.00061970134,2.3359682e-18,1.6703862e-07,2.8175146e+20,7.09478e+22,7.0975523e+22,4.1573955e+21,1.5152714e+19,7.0060067e+22,1.8376252e+37,1.9363069e+31,0.8,0.9879,0.04265186,0.99695,0.010555589,0.9774,0.08424903,0.9845833,0.047938637,0.9682,0.113731936,0.9748833,0.08987012,0.7433,0.9942833,0.017765015,0.9861,0.04836219,0.9946667,0.01665235,0.9867,0.049098555,0.9974,0.008622902,0.9886,0.039060503,0.99735,0.00861739,0.9883,0.03915188
8.295456e+17,1.9363069e+31,2.3359682e-18,2.304945e-12,7.229877e+31,7.7135367e+31,3365.9626,2.6915513e+20,2.5323736e-12,1.8254179e+31,1.2760696e-08,1.0435118e-08,3.2986348e-18,6.3372413e-10,1.12586755e+24,2.7685506e+20,1.06056985e-08,2.8175146e+20,4.009435e-08,2.7204968e+23,1.2760696e-08,10382.533,0.00061970035,1.3271599e+19,1.8058766e+28,2.7685506e+20,2.0417113e-07,0.85,0.9875,0.044490498,0.99675,0.011214227,0.9812,0.06915788,0.9893,0.032690685,0.9754,0.08259375,0.9837667,0.0540939,0.8544,0.9939,0.018672556,0.986,0.048643313,0.99435,0.017495591,0.9862,0.049571767,0.99733335,0.008545528,0.9889,0.0383439,0.9973,0.008544267,0.9889,0.038392097
2.0076142e+29,5.1042782e-08,2.8175146e+20,2.679963e+20,3.109483e-18,1.896907e+31,216096050000.0,7.0060067e+22,2.6403695e-06,3.299426e-18,2.3359682e-18,1.2848621e+31,1.1989008e+22,1.8179264e+31,13242039000.0,2.6915513e+20,1.0739124e-05,2.7204968e+23,8.295456e+17,1.9363069e+31,2.3359682e-18,2.304945e-12,7.229877e+31,7.7135367e+31,3365.9626,2.6915513e+20,2.5323736e-12,0.9,0.9869,0.046636224,0.99655,0.012003346,0.9843,0.059170447,0.9924667,0.022099586,0.9818,0.062664025,0.99048334,0.030928856,0.9575,0.9936,0.019281631,0.9853,0.048823535,0.99405,0.018170657,0.9858,0.04976993,0.99731666,0.008539373,0.9892,0.037902206,0.99731666,0.008566539,0.9891,0.038106073
1.8469877e+25,2.6175843e-12,2.7204968e+23,0.0006194925,4.6131596e-08,3.2986348e-18,6.4891896e-07,1.8058766e+28,2.3376713e-18,2.6245304e-09,2.8175146e+20,7.09478e+22,7.0975523e+22,4.1573955e+21,1.5152714e+19,7.0060067e+22,1.8376898e+37,1.9363069e+31,2.0076142e+29,5.1042782e-08,2.8175146e+20,2.679963e+20,3.109483e-18,1.896907e+31,216096050000.0,7.0060067e+22,2.6403695e-06,0.95,0.9864,0.049103502,0.99623334,0.012943549,0.9861,0.05317803,0.9949,0.015969642,0.9843,0.0524652,0.99483335,0.018394265,0.9819,0.99343336,0.019537756,0.9857,0.049006183,0.994,0.01846483,0.9859,0.049862627,0.9974,0.008599855,0.9891,0.037734184,0.99738336,0.008620331,0.9891,0.03764581
4.3216362e+27,1.03150795e-08,1.9363069e+31,7.98023e+17,2.332845e-18,1.1989008e+22,2.795311e+20,3365.9626,7.6813483e+31,1.6038463e-07,2.7204968e+23,1.2760696e-08,10382.533,0.00061970035,1.2695139e+19,1.8058766e+28,2.7685506e+20,2.0417113e-07,1.8469877e+25,2.6175843e-12,2.7204968e+23,0.0006194925,4.6131596e-08,3.2986348e-18,4.1530813e-05,1.8058766e+28,2.1471413e-19,1.0,0.9856,0.05191081,0.9956667,0.014059123,0.9853,0.051721115,0.99575,0.014103359,0.9856,0.051911112,0.9956667,0.014059157,0.9856,0.9936,0.019438034,0.9855,0.0489153,0.9939333,0.01852178,0.9857,0.049928285,0.9974167,0.008730402,0.9888,0.037836604,0.9974,0.008748388,0.9888,0.037821345
1.748763e+25,2.3376713e-18,5.1042782e-08,2.6302e+20,2.790416e+29,7.0975523e+22,2.5759874e+20,216096050000.0,1.7033011e+19,7.934814e+17,1.9363069e+31,2.3359682e-18,2.304945e-12,7.229877e+31,7.7135367e+31,3365.9626,2.6915513e+20,2.5606303e-12,4.3216362e+27,1.03150795e-08,1.9363069e+31,7.98023e+17,2.332845e-18,1.1989008e+22,2.795311e+20,3365.9626,0.0,0.9861,0.05194836,0.9967,0.011521605,0.9861,0.05199563,0.99675,0.011541309,0.9861,0.05194836,0.9967,0.011521604,0.9861,0.051948357,0.99368334,0.019056108,0.9857,0.0486788,0.99396664,0.018193804,0.9856,0.049893193,0.99736667,0.008932292,0.9885,0.038233608,0.99736667,0.00893851,0.9885,0.03821918
239878240000.0,7.6813483e+31,2.532264e-12,6.913297e+28,5.2392163e+16,10382.533,3.2985256e-18,6.4891896e-07,1.1446837e+24,2.0076142e+29,2.0417113e-07,2.8175146e+20,2.679963e+20,3.109483e-18,1.896907e+31,216096050000.0,7.0060067e+22,4.392043e-05,1.748763e+25,2.3376713e-18,5.1042782e-08,2.6302e+20,2.790416e+29,7.0975523e+22,2.5759874e+20,216096050000.0,0.05,0.9871,0.049221866,0.99691665,0.010780717,0.9863,0.05252548,0.9961333,0.013161463,0.9851,0.050528705,0.99555,0.015570121,0.9822,0.060160384,0.9938833,0.018424338,0.9854,0.048397858,0.9942667,0.017710239,0.9858,0.04978953,0.99745,0.009207995,0.9885,0.038905673,0.9974833,0.009198587,0.9882,0.038735032
