alphas,ensembling_test_accs,ensembling_test_losses,ensembling_train_accs,ensembling_train_losses,merging_REPAIR_test_accs,merging_REPAIR_test_losses,merging_REPAIR_train_accs,merging_REPAIR_train_losses,merging_test_accs,merging_test_losses,merging_train_accs,merging_train_losses,naive_test_accs,naive_test_losses,naive_train_accs,naive_train_losses,partial_merging_1.1_test_accs,partial_merging_1.1_test_losses,partial_merging_1.1_train_accs,partial_merging_1.1_train_losses,partial_merging_1.2_test_accs,partial_merging_1.2_test_losses,partial_merging_1.2_train_accs,partial_merging_1.2_train_losses,partial_merging_1.5_test_accs,partial_merging_1.5_test_losses,partial_merging_1.5_train_accs,partial_merging_1.5_train_losses,partial_merging_REPAIR_1.1_test_accs,partial_merging_REPAIR_1.1_test_losses,partial_merging_REPAIR_1.1_train_accs,partial_merging_REPAIR_1.1_train_losses,partial_merging_REPAIR_1.2_test_accs,partial_merging_REPAIR_1.2_test_losses,partial_merging_REPAIR_1.2_train_accs,partial_merging_REPAIR_1.2_train_losses,partial_merging_REPAIR_1.5_test_accs,partial_merging_REPAIR_1.5_test_losses,partial_merging_REPAIR_1.5_train_accs,partial_merging_REPAIR_1.5_train_losses,partial_merging_1.8_train_accs,partial_merging_1.8_train_losses,partial_merging_1.8_test_accs,partial_merging_1.8_test_losses,partial_merging_REPAIR_1.8_train_accs,partial_merging_REPAIR_1.8_train_losses,partial_merging_REPAIR_1.8_test_accs,partial_merging_REPAIR_1.8_test_losses,partial_merging_2.0_train_accs,partial_merging_2.0_train_losses,partial_merging_2.0_test_accs,partial_merging_2.0_test_losses,partial_merging_REPAIR_2.0_train_accs,partial_merging_REPAIR_2.0_train_losses,partial_merging_REPAIR_2.0_test_accs,partial_merging_REPAIR_2.0_test_losses
3.109478e-18,0.0006194925,4.1944272e+21,3.2497545e-09,7.0060067e+22,3.60052e-12,0.00061970134,2.6302e+20,1.2848621e+31,3.088099e+29,1.0805615e+27,13.016924,1.7033011e+19,1.6779893e-07,7.2715853e+31,7.98023e+17,2.304945e-12,9.664659e+35,4.5926617e+24,7.930946e+34,1.8056953e+28,13.016924,2.6915513e+20,2.7447923e-06,7.1839e+22,7.98023e+17,1.0435118e-08,0.45000002,0.9887,0.0356844,0.9989333,0.004249625,0.9689,0.11147557,0.97355,0.08719122,0.9661,0.11165244,0.96895,0.09486438,0.4074,0.99826664,0.006592586,0.987,0.04703787,0.9983,0.0065838057,0.9873,0.047019403,0.99826664,0.0065912693,0.987,0.047033027,0.9982833,0.006605657,0.9872,0.046834875
2.5954265e-09,1.0435118e-08,9.664659e+35,7.073364e+31,1.8058766e+28,4.46526e+30,2.744803e-06,6.913297e+28,7.09478e+22,2.5225909e-18,7.1854027e+22,3.2497545e-09,1.1446837e+24,1.8376255e+37,5.2392223e+16,2.6302e+20,2.679963e+20,7.930946e+34,3.109478e-18,0.0006194925,4.1944272e+21,3.2497545e-09,7.0060067e+22,3.60052e-12,0.00061970134,2.6302e+20,1.2848621e+31,0.5,0.9888,0.035638344,0.9989667,0.004216112,0.9684,0.11524472,0.9724333,0.091477476,0.9648,0.115978524,0.9674,0.099895075,0.3846,0.9983,0.006569848,0.9875,0.045574833,0.99835,0.0065309866,0.9871,0.04551163,0.9984667,0.006056577,0.9878,0.044626966,0.9984667,0.0060656946,0.9879,0.044642113
1.1966277e+22,1.2848621e+31,7.930946e+34,1.8056953e+28,3365.9626,1.0900252e+27,0.00017087237,7.1839e+22,1.2760696e-08,2.4150642e-18,9.664659e+35,7.074107e+31,1.6676382e+19,2.7685506e+20,1.0547456e-08,6.913297e+28,0.0006194925,0.0006194925,2.5954265e-09,1.0435118e-08,9.664659e+35,7.0737354e+31,1.8058766e+28,4.46526e+30,2.744803e-06,6.913297e+28,7.09478e+22,0.55,0.9887,0.035813313,0.9989667,0.0042162207,0.9698,0.11432069,0.9730333,0.08874473,0.9658,0.11506467,0.9680167,0.0978456,0.4135,0.99805,0.0068360823,0.9876,0.04461788,0.9981667,0.006740851,0.9879,0.044132497,0.9985167,0.005620641,0.9883,0.0425612,0.99855,0.0056150025,0.9883,0.04253467
1.6245716e+19,7.09478e+22,0.0006194925,1.896907e+31,216096050000.0,4.5442745e+30,1.8378201e+37,0.00061970134,2.3359682e-18,4.5926617e+24,7.930946e+34,1.8056953e+28,13.016924,2.6915513e+20,4.2189797e-08,7.1839e+22,7.98023e+17,1.0435118e-08,1.1966277e+22,1.2848621e+31,7.930946e+34,1.8056953e+28,3365.9626,1.0900252e+27,0.00017087237,7.1839e+22,1.2760696e-08,0.6,0.9884,0.036206253,0.9989667,0.0042502508,0.9712,0.107715644,0.97513336,0.07987613,0.9676,0.10901605,0.9708,0.08909486,0.5215,0.99795,0.0072873416,0.9877,0.044064976,0.99801666,0.007230147,0.9884,0.043364692,0.9986167,0.005267904,0.9882,0.040790867,0.9986333,0.0052654836,0.9883,0.040853597
1.8254179e+31,1.2760696e-08,1.0435118e-08,3.2986348e-18,6.4891896e-07,1.12586755e+24,2.7685506e+20,1.724815e-07,2.8175146e+20,3.109478e-18,0.0006194925,4.1944272e+21,3.2497545e-09,7.0060067e+22,3.6005205e-12,0.00061970134,2.6302e+20,1.2848621e+31,1.6245716e+19,7.09478e+22,0.0006194925,1.896907e+31,216096050000.0,4.5442745e+30,1.8378201e+37,0.00061970134,2.3359682e-18,0.65,0.9886,0.036821306,0.9989167,0.0043195724,0.9743,0.09818387,0.9784333,0.06687514,0.9698,0.09908917,0.97491664,0.07556774,0.6799,0.99761665,0.007892798,0.9879,0.043905977,0.99775,0.0078090467,0.9885,0.04318831,0.99873334,0.0049795215,0.9886,0.039319947,0.99868333,0.0049907397,0.9886,0.039251745
3.299426e-18,2.3359682e-18,1.2848621e+31,1.1989008e+22,1.8179264e+31,13242039000.0,2.6915513e+20,6.5546457e-10,2.7204968e+23,2.5954265e-09,1.0435118e-08,9.664659e+35,7.074107e+31,1.8058766e+28,4.46526e+30,4.2189964e-08,6.913297e+28,7.09478e+22,1.8254179e+31,1.2760696e-08,1.0435118e-08,3.2986348e-18,4.1530813e-05,1.12586755e+24,2.7685506e+20,1.724815e-07,2.8175146e+20,0.7,0.9887,0.03766913,0.9989167,0.004426803,0.9766,0.086547,0.9821333,0.05181947,0.974,0.08696565,0.9801,0.059445504,0.8142,0.99728334,0.008585163,0.988,0.04389791,0.99735,0.008616403,0.9878,0.042960647,0.99876666,0.004746964,0.9885,0.038109012,0.9988,0.004754894,0.9885,0.038186383
1.6703862e-07,2.8175146e+20,7.09478e+22,7.0975523e+22,4.1573955e+21,1.5152714e+19,7.0060067e+22,1.8376252e+37,1.9363069e+31,1.1966277e+22,1.2848621e+31,7.930946e+34,1.8056953e+28,3365.9626,1.0900252e+27,2.6847824e-06,7.1839e+22,1.2760696e-08,3.299426e-18,2.3359682e-18,1.2848621e+31,1.1989008e+22,1.8179264e+31,13242039000.0,2.6915513e+20,6.5546457e-10,2.7204968e+23,0.75,0.9883,0.038764652,0.9988833,0.0045760367,0.9796,0.0752204,0.9870667,0.037396654,0.9773,0.07477942,0.9852833,0.043465294,0.9011,0.9971,0.0093030725,0.9874,0.043960232,0.99691665,0.00940324,0.988,0.043098625,0.99885,0.0045622205,0.9892,0.037167586,0.99885,0.004557802,0.9892,0.03717822
4.009435e-08,2.7204968e+23,1.2760696e-08,10382.533,0.00061970035,1.3055426e+19,1.8058766e+28,2.7685506e+20,2.0417113e-07,1.6245716e+19,7.09478e+22,0.0006194925,1.896907e+31,216096050000.0,4.5442745e+30,1.8375602e+37,0.00061970134,2.3359682e-18,1.6703862e-07,2.8175146e+20,7.09478e+22,7.0975523e+22,4.1573955e+21,1.5152714e+19,7.0060067e+22,1.8376252e+37,1.9363069e+31,0.8,0.9884,0.040125377,0.99883336,0.0047732336,0.9817,0.06550367,0.99113333,0.025294794,0.9804,0.06375296,0.9899333,0.029761992,0.9479,0.9969,0.009938857,0.9874,0.043996796,0.99668336,0.010122545,0.9882,0.042946734,0.9989167,0.004419486,0.9887,0.03644891,0.9988833,0.004437552,0.9889,0.036419567
8.295456e+17,1.9363069e+31,2.3359682e-18,2.304945e-12,7.229877e+31,7.7135367e+31,3365.9626,2.6915513e+20,2.5323736e-12,1.8254179e+31,1.2760696e-08,1.0435118e-08,3.2986348e-18,6.3372413e-10,1.12586755e+24,2.7685506e+20,1.06056985e-08,2.8175146e+20,4.009435e-08,2.7204968e+23,1.2760696e-08,10382.533,0.00061970035,1.3271599e+19,1.8058766e+28,2.7685506e+20,2.0417113e-07,0.85,0.9879,0.041770328,0.9988,0.0050268057,0.9846,0.057398923,0.99411666,0.016441638,0.9833,0.05500546,0.9936,0.019261697,0.9741,0.99663335,0.010410397,0.9879,0.04397332,0.99635,0.010683314,0.9881,0.042859524,0.9989167,0.0043178336,0.9886,0.03594817,0.9989,0.004317229,0.9886,0.035920456
2.0076142e+29,5.1042782e-08,2.8175146e+20,2.679963e+20,3.109483e-18,1.896907e+31,216096050000.0,7.0060067e+22,2.6403695e-06,3.299426e-18,2.3359682e-18,1.2848621e+31,1.1989008e+22,1.8179264e+31,13242039000.0,2.6915513e+20,1.0739124e-05,2.7204968e+23,8.295456e+17,1.9363069e+31,2.3359682e-18,2.304945e-12,7.229877e+31,7.7135367e+31,3365.9626,2.6915513e+20,2.5323736e-12,0.9,0.9873,0.04371909,0.99873334,0.005348573,0.9858,0.05181602,0.9964333,0.010594757,0.9857,0.049346913,0.9962,0.012117786,0.9832,0.9964333,0.010687484,0.9884,0.043896068,0.99625,0.011002626,0.9879,0.04294,0.9989333,0.0042501143,0.9887,0.035678767,0.99895,0.0042557376,0.9886,0.035659213
