alphas,ensembling_test_accs,ensembling_test_losses,ensembling_train_accs,ensembling_train_losses,merging_REPAIR_test_accs,merging_REPAIR_test_losses,merging_REPAIR_train_accs,merging_REPAIR_train_losses,merging_test_accs,merging_test_losses,merging_train_accs,merging_train_losses,naive_test_accs,naive_test_losses,naive_train_accs,naive_train_losses,partial_merging_1.1_test_accs,partial_merging_1.1_test_losses,partial_merging_1.1_train_accs,partial_merging_1.1_train_losses,partial_merging_1.2_test_accs,partial_merging_1.2_test_losses,partial_merging_1.2_train_accs,partial_merging_1.2_train_losses,partial_merging_1.5_test_accs,partial_merging_1.5_test_losses,partial_merging_1.5_train_accs,partial_merging_1.5_train_losses,partial_merging_REPAIR_1.1_test_accs,partial_merging_REPAIR_1.1_test_losses,partial_merging_REPAIR_1.1_train_accs,partial_merging_REPAIR_1.1_train_losses,partial_merging_REPAIR_1.2_test_accs,partial_merging_REPAIR_1.2_test_losses,partial_merging_REPAIR_1.2_train_accs,partial_merging_REPAIR_1.2_train_losses,partial_merging_REPAIR_1.5_test_accs,partial_merging_REPAIR_1.5_test_losses,partial_merging_REPAIR_1.5_train_accs,partial_merging_REPAIR_1.5_train_losses,partial_merging_1.8_train_accs,partial_merging_1.8_train_losses,partial_merging_1.8_test_accs,partial_merging_1.8_test_losses,partial_merging_REPAIR_1.8_train_accs,partial_merging_REPAIR_1.8_train_losses,partial_merging_REPAIR_1.8_test_accs,partial_merging_REPAIR_1.8_test_losses,partial_merging_2.0_train_accs,partial_merging_2.0_train_losses,partial_merging_2.0_test_accs,partial_merging_2.0_test_losses,partial_merging_REPAIR_2.0_train_accs,partial_merging_REPAIR_2.0_train_losses,partial_merging_REPAIR_2.0_test_accs,partial_merging_REPAIR_2.0_test_losses
3.109478e-18,0.0006194925,4.1944272e+21,3.2497545e-09,7.0060067e+22,3.60052e-12,0.00061970134,2.6302e+20,1.2848621e+31,3.088099e+29,1.0805615e+27,13.016924,1.7033011e+19,1.6779893e-07,7.2715853e+31,7.98023e+17,2.304945e-12,9.664659e+35,4.5926617e+24,7.930946e+34,1.8056953e+28,13.016924,2.6915513e+20,2.7447923e-06,7.1839e+22,7.98023e+17,1.0435118e-08,0.45000002,0.9875,0.04343587,0.99586666,0.014267058,0.9202,0.32497045,0.91223335,0.34428436,0.4879,1.4547343,0.47991666,1.4747077,0.0974,0.99615,0.014045271,0.9859,0.052262172,0.9961333,0.014091769,0.9858,0.05229154,0.99615,0.014046834,0.9859,0.052270185,0.99618334,0.014044418,0.9859,0.05227568
2.5954265e-09,1.0435118e-08,9.664659e+35,7.073364e+31,1.8058766e+28,4.46526e+30,2.744803e-06,6.913297e+28,7.09478e+22,2.5225909e-18,7.1854027e+22,3.2497545e-09,1.1446837e+24,1.8376255e+37,5.2392223e+16,2.6302e+20,2.679963e+20,7.930946e+34,3.109478e-18,0.0006194925,4.1944272e+21,3.2497545e-09,7.0060067e+22,3.60052e-12,0.00061970134,2.6302e+20,1.2848621e+31,0.5,0.9869,0.043712933,0.9956,0.014859601,0.9327,0.29014692,0.9243,0.30534688,0.5289,1.3402724,0.5227,1.3582429,0.0974,0.9957167,0.015075431,0.9868,0.05059176,0.99558336,0.014791937,0.9868,0.049163505,0.99628335,0.01366582,0.9863,0.050362494,0.99626666,0.013679585,0.9864,0.050453164
1.1966277e+22,1.2848621e+31,7.930946e+34,1.8056953e+28,3365.9626,1.0900252e+27,0.00017087237,7.1839e+22,1.2760696e-08,2.4150642e-18,9.664659e+35,7.074107e+31,1.6676382e+19,2.7685506e+20,1.0547456e-08,6.913297e+28,0.0006194925,0.0006194925,2.5954265e-09,1.0435118e-08,9.664659e+35,7.0737354e+31,1.8058766e+28,4.46526e+30,2.744803e-06,6.913297e+28,7.09478e+22,0.55,0.9869,0.044295073,0.99535,0.015602156,0.9391,0.25625226,0.93305,0.26345044,0.6174,1.1594592,0.61146665,1.1755568,0.0979,0.99438334,0.018062698,0.9862,0.051666178,0.99471664,0.017023157,0.9868,0.0478408,0.99625,0.013387348,0.9871,0.048682135,0.99623334,0.013417797,0.987,0.04856572
1.6245716e+19,7.09478e+22,0.0006194925,1.896907e+31,216096050000.0,4.5442745e+30,1.8378201e+37,0.00061970134,2.3359682e-18,4.5926617e+24,7.930946e+34,1.8056953e+28,13.016924,2.6915513e+20,4.2189797e-08,7.1839e+22,7.98023e+17,1.0435118e-08,1.1966277e+22,1.2848621e+31,7.930946e+34,1.8056953e+28,3365.9626,1.0900252e+27,0.00017087237,7.1839e+22,1.2760696e-08,0.6,0.9866,0.045199517,0.9949667,0.016512813,0.9458,0.22026955,0.9426,0.2181194,0.7572,0.9396814,0.75131667,0.95432013,0.1199,0.99228334,0.022782411,0.9849,0.054634217,0.9935,0.020445809,0.9872,0.048857905,0.99625,0.013206658,0.9873,0.04723168,0.99623334,0.013236569,0.9872,0.04720615
1.8254179e+31,1.2760696e-08,1.0435118e-08,3.2986348e-18,6.4891896e-07,1.12586755e+24,2.7685506e+20,1.724815e-07,2.8175146e+20,3.109478e-18,0.0006194925,4.1944272e+21,3.2497545e-09,7.0060067e+22,3.6005205e-12,0.00061970134,2.6302e+20,1.2848621e+31,1.6245716e+19,7.09478e+22,0.0006194925,1.896907e+31,216096050000.0,4.5442745e+30,1.8378201e+37,0.00061970134,2.3359682e-18,0.65,0.9861,0.046443976,0.9946167,0.01761341,0.9539,0.18196891,0.95415,0.1697916,0.8889,0.70430255,0.88168335,0.7167439,0.2533,0.9903167,0.02906312,0.9828,0.059059605,0.992,0.02448481,0.9856,0.05085897,0.99628335,0.013124444,0.9873,0.046014518,0.9963167,0.013138257,0.9877,0.046068493
3.299426e-18,2.3359682e-18,1.2848621e+31,1.1989008e+22,1.8179264e+31,13242039000.0,2.6915513e+20,6.5546457e-10,2.7204968e+23,2.5954265e-09,1.0435118e-08,9.664659e+35,7.074107e+31,1.8058766e+28,4.46526e+30,4.2189964e-08,6.913297e+28,7.09478e+22,1.8254179e+31,1.2760696e-08,1.0435118e-08,3.2986348e-18,4.1530813e-05,1.12586755e+24,2.7685506e+20,1.724815e-07,2.8175146e+20,0.7,0.9854,0.04804953,0.9943,0.018929692,0.9623,0.14647788,0.96455,0.12753612,0.9442,0.48032767,0.94236666,0.48768616,0.3508,0.98791665,0.036586292,0.9806,0.064513415,0.9907333,0.02883717,0.9853,0.05336257,0.9963667,0.013139517,0.9879,0.04501677,0.9963167,0.013151638,0.9878,0.04505084
1.6703862e-07,2.8175146e+20,7.09478e+22,7.0975523e+22,4.1573955e+21,1.5152714e+19,7.0060067e+22,1.8376252e+37,1.9363069e+31,1.1966277e+22,1.2848621e+31,7.930946e+34,1.8056953e+28,3365.9626,1.0900252e+27,2.6847824e-06,7.1839e+22,1.2760696e-08,3.299426e-18,2.3359682e-18,1.2848621e+31,1.1989008e+22,1.8179264e+31,13242039000.0,2.6915513e+20,6.5546457e-10,2.7204968e+23,0.75,0.9848,0.05004437,0.99373335,0.020491296,0.9684,0.1170635,0.97321665,0.09295985,0.9633,0.30238405,0.9666333,0.3021506,0.6027,0.98541665,0.044594336,0.9784,0.07084009,0.9895333,0.0332195,0.9848,0.055857565,0.9963167,0.013255256,0.9881,0.04425036,0.99635,0.013271524,0.9879,0.044314694
4.009435e-08,2.7204968e+23,1.2760696e-08,10382.533,0.00061970035,1.3055426e+19,1.8058766e+28,2.7685506e+20,2.0417113e-07,1.6245716e+19,7.09478e+22,0.0006194925,1.896907e+31,216096050000.0,4.5442745e+30,1.8375602e+37,0.00061970134,2.3359682e-18,1.6703862e-07,2.8175146e+20,7.09478e+22,7.0975523e+22,4.1573955e+21,1.5152714e+19,7.0060067e+22,1.8376252e+37,1.9363069e+31,0.8,0.9847,0.052467585,0.99315,0.022331754,0.9741,0.095554926,0.9795833,0.06898579,0.9701,0.18063489,0.97711664,0.17271258,0.831,0.98315,0.052516058,0.9758,0.07746829,0.9883,0.037142407,0.9841,0.058382627,0.99626666,0.013476216,0.9876,0.04372168,0.9962,0.0134999575,0.9876,0.04356698
8.295456e+17,1.9363069e+31,2.3359682e-18,2.304945e-12,7.229877e+31,7.7135367e+31,3365.9626,2.6915513e+20,2.5323736e-12,1.8254179e+31,1.2760696e-08,1.0435118e-08,3.2986348e-18,6.3372413e-10,1.12586755e+24,2.7685506e+20,1.06056985e-08,2.8175146e+20,4.009435e-08,2.7204968e+23,1.2760696e-08,10382.533,0.00061970035,1.3271599e+19,1.8058766e+28,2.7685506e+20,2.0417113e-07,0.85,0.9843,0.05536998,0.9925,0.024489334,0.9776,0.08076428,0.98373336,0.052655496,0.976,0.11061719,0.9827333,0.09608682,0.9322,0.9814,0.05965588,0.9743,0.083392486,0.98758334,0.040106967,0.9833,0.060668886,0.9961,0.01381001,0.9878,0.043449216,0.99615,0.013821729,0.9878,0.04342442
2.0076142e+29,5.1042782e-08,2.8175146e+20,2.679963e+20,3.109483e-18,1.896907e+31,216096050000.0,7.0060067e+22,2.6403695e-06,3.299426e-18,2.3359682e-18,1.2848621e+31,1.1989008e+22,1.8179264e+31,13242039000.0,2.6915513e+20,1.0739124e-05,2.7204968e+23,8.295456e+17,1.9363069e+31,2.3359682e-18,2.304945e-12,7.229877e+31,7.7135367e+31,3365.9626,2.6915513e+20,2.5323736e-12,0.9,0.9833,0.058808785,0.9916667,0.0270096,0.9797,0.07144413,0.98705,0.041702803,0.9796,0.07718115,0.98646665,0.05707132,0.9708,0.9795667,0.06524045,0.9726,0.0882982,0.98698336,0.04204436,0.9825,0.06221912,0.99585,0.014267709,0.9875,0.043436192,0.9959,0.014270278,0.9876,0.043512587
